CustomerID,CustomerEmail,Country,Membership,SignUpDate,LastOrderDate,TotalSpent,Customer Communication Log
155,shopper8109@bestdeals.com,USA,Standard,2022-06-04 00:00:00,2023-06-04 00:00:00,7087.03844,2022-09-26: Feedback for more information on a product
156,buyer4289@bestdeals.com,Australia,VIP,2022-06-05 00:00:00,2023-06-05 00:00:00,6223.414438,2022-08-13: Inquiry for more information on a product
157,buyer2977@buyeasy.com,Australia,Standard,2022-06-06 00:00:00,2023-06-06 00:00:00,2215.467782,2022-03-30: Complaint about payment issues; 2022-09-07: Request about payment issues; 2022-09-23: Complaint regarding order status
158,marketfan2421@shopworld.com,UK,Standard,2022-06-07 00:00:00,2023-06-07 00:00:00,7492.832659,2022-11-20: Request about payment issues; 2022-10-04: Feedback about delayed delivery
159,buyer9900@bestdeals.com,UK,Standard,2022-06-08 00:00:00,2023-06-08 00:00:00,3062.614895,2022-09-29: Inquiry for more information on a product
160,shopper1457@bestdeals.com,USA,Premium,2022-06-09 00:00:00,2023-06-09 00:00:00,6933.969963,2022-09-16: Inquiry regarding order status; 2022-12-24: Request about payment issues; 2022-02-01: Complaint regarding order status
161,buyer7442@buyeasy.com,UK,Premium,2022-06-10 00:00:00,2023-06-10 00:00:00,5226.410689,2022-01-17: Feedback about product availability; 2022-07-27: Feedback about delayed delivery; 2022-06-19: Feedback about membership benefits
162,shopper4820@buyeasy.com,USA,Standard,2022-06-11 00:00:00,2023-06-11 00:00:00,5800.807496,2022-11-08: Complaint regarding order status
163,dealhunter109@eshop.com,Australia,Premium,2022-06-12 00:00:00,2023-06-12 00:00:00,7022.187602,2022-07-28: Inquiry about payment issues; 2022-05-16: Feedback about delayed delivery
164,buyer3819@bestdeals.com,UK,Premium,2022-06-13 00:00:00,2023-06-13 00:00:00,9531.936647,2022-07-01: Complaint about delayed delivery; 2022-05-24: Inquiry about membership benefits
165,marketfan9165@eshop.com,USA,Premium,2022-06-14 00:00:00,2023-06-14 00:00:00,4193.605471,2022-03-27: Inquiry for more information on a product; 2022-08-28: Request about delayed delivery
166,shopper2049@eshop.com,Australia,Standard,2022-06-15 00:00:00,2023-06-15 00:00:00,7079.828606,2022-10-13: Complaint regarding order status; 2022-08-02: Complaint about product availability
167,dealhunter9493@bestdeals.com,UK,Premium,2022-06-16 00:00:00,2023-06-16 00:00:00,5321.99079,2022-10-14: Request about product availability
168,marketfan3720@eshop.com,USA,Standard,2022-06-17 00:00:00,2023-06-17 00:00:00,1427.94332,2022-06-03: Request for more information on a product; 2022-09-03: Request for more information on a product
169,marketfan9256@buyeasy.com,Germany,VIP,2022-06-18 00:00:00,2023-06-18 00:00:00,4686.673211,2022-08-17: Complaint about payment issues
170,buyer6927@shopworld.com,USA,Standard,2022-06-19 00:00:00,2023-06-19 00:00:00,3125.378447,2022-07-25: Complaint about product availability; 2022-10-29: Complaint regarding order status
171,marketfan8693@bestdeals.com,Canada,Premium,2022-06-20 00:00:00,2023-06-20 00:00:00,9999.567046,2022-01-13: Complaint about membership benefits
172,dealhunter559@buyeasy.com,Australia,VIP,2022-06-21 00:00:00,2023-06-21 00:00:00,-999,2022-06-06: Inquiry about delayed delivery
173,shopper4070@bestdeals.com,USA,Premium,2022-06-22 00:00:00,2023-06-22 00:00:00,3565.109585,2022-07-10: Feedback about product availability; 2022-12-09: Inquiry regarding order status
174,buyer4565@shopworld.com,Australia,Standard,2022-06-23 00:00:00,2023-06-23 00:00:00,3820.251895,2022-03-30: Feedback about payment issues; 2022-07-31: Request about payment issues; 2022-07-30: Complaint about payment issues
175,marketfan8641@buyeasy.com,Germany,VIP,2022-06-24 00:00:00,2023-06-24 00:00:00,4685.814646,2022-09-13: Feedback for more information on a product; 2022-11-11: Request regarding order status; 2022-06-04: Request regarding order status
176,buyer4500@eshop.com,Germany,Standard,2022-06-25 00:00:00,2023-06-25 00:00:00,102.9002542,2022-05-26: Inquiry about delayed delivery; 2022-05-27: Request for more information on a product; 2022-06-18: Request about product availability
177,dealhunter7148@buyeasy.com,Australia,VIP,2022-06-26 00:00:00,2023-06-26 00:00:00,1264.652675,2022-05-07: Complaint about delayed delivery
178,buyer6171@shopworld.com,USA,VIP,2022-06-27 00:00:00,2023-06-27 00:00:00,3485.674894,2022-01-13: Feedback regarding order status
179,marketfan3506@shopworld.com,Australia,Standard,2022-06-28 00:00:00,2023-06-28 00:00:00,6432.032874,2022-02-07: Request about membership benefits; 2022-02-19: Complaint about product availability
180,shopper1593@eshop.com,Australia,Standard,2022-06-29 00:00:00,2023-06-29 00:00:00,9272.793127,2022-11-07: Inquiry about payment issues
181,dealhunter85@eshop.com,UK,VIP,2022-06-30 00:00:00,2023-06-30 00:00:00,4380.422738,2022-11-27: Complaint about delayed delivery; 2022-07-09: Inquiry for more information on a product
182,dealhunter1934@bestdeals.com,Germany,VIP,2022-07-01 00:00:00,2023-07-01 00:00:00,1706.508194,2022-06-21: Complaint regarding order status
183,shopper9137@bestdeals.com,USA,Standard,2022-07-02 00:00:00,2023-07-02 00:00:00,9728.979245,2022-03-21: Request about product availability; 2022-06-22: Complaint for more information on a product; 2022-06-06: Complaint for more information on a product
184,dealhunter4122@shopworld.com,UK,VIP,2022-07-03 00:00:00,2023-07-03 00:00:00,911.3931256,2022-02-15: Inquiry regarding order status
185,marketfan2268@eshop.com,UK,Standard,2022-07-04 00:00:00,2023-07-04 00:00:00,1238.849197,2022-02-16: Complaint about membership benefits; 2022-02-04: Request about payment issues
186,marketfan5554@buyeasy.com,Germany,VIP,2022-07-05 00:00:00,2023-07-05 00:00:00,792.1337152,2022-11-20: Feedback about payment issues; 2022-11-13: Complaint for more information on a product; 2022-10-19: Request regarding order status
187,shopper9155@eshop.com,USA,Premium,2022-07-06 00:00:00,2023-07-06 00:00:00,1520.78988,2022-09-07: Inquiry for more information on a product; 2022-09-19: Request about delayed delivery
188,marketfan1729@bestdeals.com,Canada,Standard,2022-07-07 00:00:00,2023-07-07 00:00:00,7925.248812,2022-11-27: Feedback about product availability; 2022-09-23: Request about delayed delivery
189,buyer1866@bestdeals.com,USA,VIP,2022-07-08 00:00:00,2023-07-08 00:00:00,9833.443412,2022-02-23: Feedback about delayed delivery
190,invalid_email,Canada,VIP,2022-07-09 00:00:00,2023-07-09 00:00:00,5394.136401,2022-12-29: Inquiry about delayed delivery
191,shopper1786@buyeasy.com,USA,VIP,2022-07-10 00:00:00,2023-07-10 00:00:00,5525.086079,2022-05-19: Request about membership benefits; 2022-07-05: Request regarding order status
192,dealhunter5928@bestdeals.com,UK,Premium,2022-07-11 00:00:00,2023-07-11 00:00:00,2121.812974,2022-11-23: Feedback about delayed delivery
193,marketfan4541@buyeasy.com,Australia,VIP,2022-07-12 00:00:00,2023-07-12 00:00:00,839.9583425,2022-08-31: Complaint about delayed delivery; 2022-10-30: Complaint regarding order status; 2022-06-29: Complaint about payment issues
194,marketfan2720@buyeasy.com,Canada,Premium,2022-07-13 00:00:00,2023-07-13 00:00:00,1272.539456,2022-07-12: Inquiry about membership benefits; 2022-07-05: Feedback about payment issues; 2022-08-11: Feedback about product availability
195,marketfan6254@buyeasy.com,Germany,Standard,2022-07-14 00:00:00,2023-07-14 00:00:00,2595.562713,2022-09-10: Request about product availability; 2022-11-02: Inquiry about product availability; 2022-03-31: Complaint about payment issues
196,shopper7928@buyeasy.com,UK,Standard,2022-07-15 00:00:00,2023-07-15 00:00:00,7289.051142,2022-10-03: Feedback about membership benefits; 2022-07-01: Inquiry about product availability; 2022-02-19: Complaint about delayed delivery
197,buyer4296@eshop.com,Germany,VIP,2022-07-16 00:00:00,2023-07-16 00:00:00,9015.802038,2022-11-23: Feedback about membership benefits; 2022-12-25: Feedback about payment issues; 2022-11-22: Inquiry for more information on a product
198,buyer8270@shopworld.com,UK,VIP,2022-07-17 00:00:00,2023-07-17 00:00:00,2516.258208,2022-02-09: Inquiry about product availability; 2022-11-21: Inquiry about product availability
199,buyer965@bestdeals.com,USA,Premium,2022-07-18 00:00:00,2023-07-18 00:00:00,2803.563436,2022-12-13: Request about delayed delivery; 2022-11-17: Inquiry about delayed delivery; 2022-09-29: Inquiry about payment issues
200,marketfan9680@bestdeals.com,Germany,Standard,2022-07-19 00:00:00,2023-07-19 00:00:00,2103.283577,2022-02-03: Inquiry about delayed delivery
201,buyer4853@buyeasy.com,UK,VIP,2022-07-20 00:00:00,2023-07-20 00:00:00,9141.126044,2022-08-19: Request regarding order status; 2022-09-08: Complaint regarding order status; 2022-06-11: Complaint about product availability
202,buyer1935@bestdeals.com,UK,Standard,2022-07-21 00:00:00,2023-07-21 00:00:00,8482.681355,2022-03-27: Complaint about product availability; 2022-01-30: Feedback about product availability; 2022-09-26: Feedback about membership benefits
203,shopper3569@buyeasy.com,USA,VIP,2022-07-22 00:00:00,2023-07-22 00:00:00,9440.107982,2022-12-14: Request about membership benefits
204,dealhunter8240@shopworld.com,USA,VIP,2022-07-23 00:00:00,2023-07-23 00:00:00,951.2774769,2022-04-02: Inquiry about payment issues; 2022-04-23: Complaint for more information on a product
205,buyer9604@bestdeals.com,Germany,VIP,2022-07-24 00:00:00,2023-07-24 00:00:00,7178.13137,2022-03-27: Request about delayed delivery; 2022-02-27: Complaint regarding order status
206,buyer6371@shopworld.com,Germany,VIP,2022-07-25 00:00:00,2023-07-25 00:00:00,8302.691317,2022-08-24: Feedback regarding order status
207,dealhunter5652@bestdeals.com,Australia,Standard,2022-07-26 00:00:00,2023-07-26 00:00:00,2033.256204,2022-12-31: Feedback about payment issues; 2022-09-26: Complaint for more information on a product; 2022-10-18: Complaint about membership benefits
208,dealhunter156@shopworld.com,UK,Premium,2022-07-27 00:00:00,2023-07-27 00:00:00,2764.731686,2022-05-23: Complaint for more information on a product
209,marketfan7907@eshop.com,Canada,VIP,2022-07-28 00:00:00,2023-07-28 00:00:00,2193.98043,2022-09-30: Feedback about product availability; 2022-01-12: Request about product availability
210,marketfan5570@eshop.com,Germany,Premium,2022-07-29 00:00:00,2023-07-29 00:00:00,9326.077069,2022-11-06: Request about payment issues; 2022-02-25: Complaint regarding order status
211,buyer5606@eshop.com,Canada,Standard,2022-07-30 00:00:00,2023-07-30 00:00:00,9097.249975,2022-12-29: Request regarding order status; 2022-01-28: Inquiry for more information on a product; 2022-07-20: Feedback about delayed delivery
212,buyer3382@eshop.com,UK,Standard,2022-07-31 00:00:00,2023-07-31 00:00:00,1596.760472,2022-09-30: Inquiry for more information on a product; 2022-07-29: Feedback for more information on a product; 2022-12-21: Inquiry about delayed delivery
213,shopper2617@eshop.com,USA,Standard,2022-08-01 00:00:00,2023-08-01 00:00:00,8110.07068,2022-02-23: Inquiry about membership benefits; 2022-10-21: Complaint regarding order status
214,shopper2872@buyeasy.com,USA,Standard,2022-08-02 00:00:00,2023-08-02 00:00:00,326.4599318,2022-05-16: Request for more information on a product; 2022-06-11: Request regarding order status
215,shopper8496@bestdeals.com,USA,VIP,2022-08-03 00:00:00,2023-08-03 00:00:00,4366.104291,2022-12-26: Inquiry about delayed delivery; 2022-10-01: Inquiry about product availability
216,buyer9726@shopworld.com,Canada,Premium,2022-08-04 00:00:00,2023-08-04 00:00:00,673.9069801,2022-05-14: Request about membership benefits; 2022-12-27: Request about delayed delivery; 2022-11-11: Inquiry about delayed delivery
217,buyer5534@shopworld.com,Germany,Standard,2022-08-05 00:00:00,2023-08-05 00:00:00,4802.445024,2022-01-29: Inquiry about payment issues; 2022-05-05: Complaint about product availability; 2022-07-06: Complaint about delayed delivery
218,shopper3437@shopworld.com,Germany,Standard,2022-08-06 00:00:00,2023-08-06 00:00:00,1452.091857,2022-09-05: Feedback for more information on a product
219,dealhunter5675@buyeasy.com,Canada,VIP,2022-08-07 00:00:00,2023-08-07 00:00:00,5984.518459,2022-04-26: Complaint about product availability; 2022-03-01: Request about payment issues
220,dealhunter9823@buyeasy.com,Australia,VIP,2022-08-08 00:00:00,2023-08-08 00:00:00,9962.667343,2022-08-20: Complaint about delayed delivery; 2022-09-14: Request for more information on a product
221,buyer7619@bestdeals.com,UK,Standard,2022-08-09 00:00:00,2023-08-09 00:00:00,604.9509475,2022-10-11: Request about payment issues
222,invalid_email,UK,Premium,2022-08-10 00:00:00,2023-08-10 00:00:00,-999,2022-05-26: Inquiry about membership benefits; 2022-12-28: Request about payment issues; 2022-12-31: Request about membership benefits
223,shopper2514@buyeasy.com,USA,VIP,2022-08-11 00:00:00,2023-08-11 00:00:00,3011.459763,2022-06-06: Feedback for more information on a product; 2022-03-29: Complaint about delayed delivery
224,shopper1245@eshop.com,UK,Standard,2022-08-12 00:00:00,2023-08-12 00:00:00,2078.278013,2022-02-21: Complaint regarding order status; 2022-10-27: Feedback about product availability
225,buyer3871@buyeasy.com,Canada,VIP,2022-08-13 00:00:00,2023-08-13 00:00:00,2184.335001,2022-06-14: Feedback about payment issues
226,buyer2417@bestdeals.com,Australia,Premium,2022-08-14 00:00:00,2023-08-14 00:00:00,4749.000161,2022-09-21: Complaint about payment issues; 2022-11-25: Complaint regarding order status
227,buyer4002@shopworld.com,Australia,VIP,2022-08-15 00:00:00,2023-08-15 00:00:00,6028.766364,2022-09-11: Feedback about delayed delivery
228,dealhunter6124@eshop.com,UK,VIP,2022-08-16 00:00:00,2023-08-16 00:00:00,359.3268485,2022-01-30: Feedback regarding order status; 2022-04-27: Inquiry about payment issues
229,shopper3506@shopworld.com,Germany,Premium,2022-08-17 00:00:00,2023-08-17 00:00:00,7596.812381,2022-06-14: Request for more information on a product
230,shopper5686@shopworld.com,Germany,Premium,2022-08-18 00:00:00,2023-08-18 00:00:00,2268.606756,2022-09-20: Request about product availability; 2022-08-06: Complaint about membership benefits; 2022-02-20: Inquiry about payment issues
231,dealhunter6587@bestdeals.com,Australia,Premium,2022-08-19 00:00:00,2023-08-19 00:00:00,6026.131308,2022-11-07: Feedback about payment issues
232,shopper2665@shopworld.com,Australia,Standard,2022-08-20 00:00:00,2023-08-20 00:00:00,7683.596344,2022-06-14: Feedback regarding order status
233,dealhunter1052@bestdeals.com,Canada,VIP,2022-08-21 00:00:00,2023-08-21 00:00:00,2013.14981,2022-10-04: Inquiry regarding order status; 2022-11-10: Inquiry about payment issues
234,marketfan6100@buyeasy.com,Germany,Standard,2022-08-22 00:00:00,2023-08-22 00:00:00,9020.481303,2022-04-01: Feedback about product availability
235,dealhunter7267@shopworld.com,UK,Premium,2022-08-23 00:00:00,2023-08-23 00:00:00,6391.263986,2023-01-01: Feedback about product availability; 2022-03-05: Request for more information on a product; 2022-11-26: Complaint for more information on a product
236,buyer1839@bestdeals.com,UK,Standard,2022-08-24 00:00:00,2023-08-24 00:00:00,3388.221981,2022-10-31: Inquiry about product availability; 2022-04-10: Feedback regarding order status
237,dealhunter7298@bestdeals.com,Australia,Premium,2022-08-25 00:00:00,2023-08-25 00:00:00,2500.816418,2022-02-17: Request about payment issues; 2022-03-13: Inquiry about membership benefits; 2022-03-19: Complaint about membership benefits
238,shopper9570@eshop.com,USA,Standard,2022-08-26 00:00:00,2023-08-26 00:00:00,1482.297929,2022-06-11: Feedback regarding order status
239,dealhunter4453@bestdeals.com,UK,Premium,2022-08-27 00:00:00,2023-08-27 00:00:00,2965.094939,2022-01-27: Complaint regarding order status; 2022-03-01: Complaint for more information on a product; 2022-07-17: Inquiry about membership benefits
240,dealhunter1354@buyeasy.com,Australia,VIP,2022-08-28 00:00:00,2023-08-28 00:00:00,2817.573116,2022-06-12: Complaint about membership benefits; 2022-11-21: Inquiry about payment issues; 2022-03-01: Feedback for more information on a product
241,shopper7967@buyeasy.com,Canada,Premium,2022-08-29 00:00:00,2023-08-29 00:00:00,1751.847063,2022-06-13: Inquiry about membership benefits; 2022-11-16: Complaint about membership benefits
242,dealhunter4609@bestdeals.com,USA,Standard,2022-08-30 00:00:00,2023-08-30 00:00:00,6805.730549,2022-02-03: Feedback about delayed delivery
243,marketfan1601@eshop.com,UK,Premium,2022-08-31 00:00:00,2023-08-31 00:00:00,3242.029142,2022-05-19: Request about membership benefits
244,buyer2526@buyeasy.com,USA,Premium,2022-09-01 00:00:00,2023-09-01 00:00:00,8548.412466,2022-09-20: Request about membership benefits
245,dealhunter313@buyeasy.com,USA,Premium,2022-09-02 00:00:00,2023-09-02 00:00:00,2934.508435,2022-10-14: Complaint about product availability; 2022-01-08: Inquiry for more information on a product; 2022-12-07: Complaint for more information on a product
246,dealhunter4778@eshop.com,Germany,Premium,2022-09-03 00:00:00,2023-09-03 00:00:00,5516.94983,2022-04-27: Request regarding order status
247,dealhunter2657@shopworld.com,Canada,Standard,2022-09-04 00:00:00,2023-09-04 00:00:00,3610.068196,2022-04-18: Inquiry about product availability; 2022-10-01: Inquiry about product availability
248,dealhunter6628@buyeasy.com,Germany,Standard,2022-09-05 00:00:00,2023-09-05 00:00:00,3475.414325,2022-08-21: Feedback regarding order status; 2022-12-31: Feedback for more information on a product
249,marketfan9556@bestdeals.com,Canada,Premium,2022-09-06 00:00:00,2023-09-06 00:00:00,6215.717132,2022-03-03: Feedback about payment issues; 2022-09-02: Inquiry about payment issues
250,buyer234@bestdeals.com,Australia,Premium,2022-09-07 00:00:00,2023-09-07 00:00:00,6230.376014,2022-10-10: Complaint about product availability
251,shopper4892@shopworld.com,Canada,VIP,2022-09-08 00:00:00,2023-09-08 00:00:00,1459.061506,2022-02-28: Feedback about membership benefits; 2022-02-23: Inquiry about delayed delivery
252,dealhunter9197@bestdeals.com,Australia,Premium,2022-09-09 00:00:00,2023-09-09 00:00:00,9373.111616,2022-06-20: Complaint about membership benefits
253,buyer9388@eshop.com,Germany,Standard,2022-09-10 00:00:00,2023-09-10 00:00:00,720.6889855,2022-12-28: Inquiry about payment issues
254,marketfan7472@buyeasy.com,Canada,VIP,2022-09-11 00:00:00,2023-09-11 00:00:00,4603.490653,2022-05-04: Inquiry about payment issues
255,marketfan9826@shopworld.com,Canada,VIP,2022-09-12 00:00:00,2023-09-12 00:00:00,4338.329947,2022-12-18: Feedback about product availability; 2022-05-30: Feedback about product availability
256,dealhunter3241@buyeasy.com,Australia,VIP,2022-09-13 00:00:00,2023-09-13 00:00:00,1328.229621,2022-09-20: Complaint about membership benefits; 2022-01-12: Inquiry about payment issues
257,invalid_email,Australia,Premium,2022-09-14 00:00:00,2023-09-14 00:00:00,2815.069325,2022-10-20: Request about payment issues; 2022-04-13: Inquiry for more information on a product; 2022-11-05: Feedback about payment issues
258,marketfan9635@shopworld.com,Germany,Premium,2022-09-15 00:00:00,2023-09-15 00:00:00,1460.764523,2022-05-18: Request regarding order status; 2022-08-26: Feedback regarding order status
259,buyer7172@buyeasy.com,Australia,Premium,2022-09-16 00:00:00,2023-09-16 00:00:00,4645.40378,2022-12-06: Feedback about payment issues; 2022-10-05: Request about delayed delivery
260,dealhunter4923@shopworld.com,Germany,Premium,2022-09-17 00:00:00,2023-09-17 00:00:00,5528.668454,2022-10-23: Request about membership benefits; 2022-02-01: Inquiry about membership benefits
261,buyer792@eshop.com,Australia,VIP,2022-09-18 00:00:00,2023-09-18 00:00:00,4355.197245,2022-12-31: Inquiry about product availability; 2022-07-07: Inquiry about product availability; 2022-02-01: Inquiry about membership benefits
262,invalid_email,USA,VIP,2022-09-19 00:00:00,2023-09-19 00:00:00,9854.362849,2022-01-11: Feedback regarding order status; 2022-10-01: Complaint for more information on a product; 2022-04-22: Request about membership benefits
263,buyer7041@eshop.com,UK,Standard,2022-09-20 00:00:00,2023-09-20 00:00:00,9518.384171,2022-02-18: Feedback about product availability
264,marketfan4242@bestdeals.com,UK,Standard,2022-09-21 00:00:00,2023-09-21 00:00:00,2801.818731,2022-12-31: Request about delayed delivery
265,dealhunter6500@bestdeals.com,USA,VIP,2022-09-22 00:00:00,2023-09-22 00:00:00,5709.854346,2022-01-09: Feedback for more information on a product; 2022-05-31: Feedback about product availability; 2022-03-03: Feedback regarding order status
266,buyer7090@eshop.com,Canada,VIP,2022-09-23 00:00:00,2023-09-23 00:00:00,8132.800746,2022-09-30: Inquiry about product availability
267,marketfan2093@eshop.com,USA,VIP,2022-09-24 00:00:00,2023-09-24 00:00:00,7353.097063,2022-09-29: Request about delayed delivery; 2022-03-07: Feedback about product availability; 2022-01-12: Feedback about product availability
268,shopper5693@bestdeals.com,Canada,VIP,2022-09-25 00:00:00,2023-09-25 00:00:00,208.2561694,2022-11-19: Feedback about payment issues; 2022-06-13: Request about product availability; 2022-06-08: Request about product availability
269,shopper4553@buyeasy.com,UK,Standard,2022-09-26 00:00:00,2023-09-26 00:00:00,5714.337571,2022-10-12: Feedback about product availability
270,marketfan5945@bestdeals.com,USA,Premium,2022-09-27 00:00:00,2023-09-27 00:00:00,9165.600704,2022-10-01: Feedback about membership benefits; 2022-09-10: Feedback for more information on a product; 2022-07-03: Feedback about membership benefits
271,invalid_email,Australia,Premium,2022-09-28 00:00:00,2023-09-28 00:00:00,9384.150456,2022-11-21: Request regarding order status; 2022-04-19: Feedback about payment issues; 2022-05-14: Request about membership benefits
272,shopper5239@shopworld.com,Canada,Standard,2022-09-29 00:00:00,2023-09-29 00:00:00,7566.61388,2022-04-19: Complaint for more information on a product; 2022-09-10: Feedback about product availability
273,marketfan3745@eshop.com,Australia,Premium,2022-09-30 00:00:00,2023-09-30 00:00:00,2369.207116,2022-12-06: Inquiry regarding order status
274,shopper8712@buyeasy.com,Germany,Standard,2022-10-01 00:00:00,2023-10-01 00:00:00,975.3479126,2022-11-22: Request about product availability
275,marketfan6885@buyeasy.com,USA,Standard,2022-10-02 00:00:00,2023-10-02 00:00:00,3654.142831,2022-06-21: Complaint for more information on a product; 2022-09-21: Complaint about delayed delivery
276,marketfan7804@eshop.com,USA,Premium,2022-10-03 00:00:00,2023-10-03 00:00:00,4757.142356,2022-04-25: Feedback about delayed delivery; 2022-04-10: Inquiry about delayed delivery
277,dealhunter3@bestdeals.com,UK,Standard,2022-10-04 00:00:00,2023-10-04 00:00:00,6085.884705,2022-08-03: Complaint regarding order status; 2022-02-04: Request for more information on a product
278,shopper1789@bestdeals.com,USA,Standard,2022-10-05 00:00:00,2023-10-05 00:00:00,7114.178985,2022-12-06: Complaint regarding order status; 2022-05-16: Feedback about payment issues; 2022-12-26: Request for more information on a product
279,buyer7755@bestdeals.com,USA,Premium,2022-10-06 00:00:00,2023-10-06 00:00:00,-999,2022-03-14: Request about membership benefits
280,shopper2549@bestdeals.com,Germany,Premium,2022-10-07 00:00:00,2023-10-07 00:00:00,5858.444671,2022-07-25: Inquiry regarding order status; 2022-10-11: Inquiry about membership benefits; 2022-04-05: Feedback about product availability
281,marketfan1329@eshop.com,Australia,VIP,2022-10-08 00:00:00,2023-10-08 00:00:00,2986.324428,2022-04-01: Inquiry for more information on a product; 2022-01-25: Inquiry about membership benefits; 2022-06-28: Complaint for more information on a product
282,dealhunter4463@buyeasy.com,Canada,Premium,2022-10-09 00:00:00,2023-10-09 00:00:00,5016.05771,2022-09-24: Feedback for more information on a product
283,buyer2449@shopworld.com,UK,Premium,2022-10-10 00:00:00,2023-10-10 00:00:00,9786.895206,2022-07-18: Feedback for more information on a product; 2022-04-10: Inquiry about delayed delivery; 2022-03-07: Feedback about delayed delivery
284,dealhunter4818@bestdeals.com,Canada,VIP,2022-10-11 00:00:00,2023-10-11 00:00:00,8396.620701,2022-01-06: Request about payment issues; 2022-02-26: Complaint regarding order status; 2022-12-19: Inquiry about payment issues
285,dealhunter7707@shopworld.com,USA,Premium,2022-10-12 00:00:00,2023-10-12 00:00:00,9390.870194,2022-04-24: Complaint about membership benefits; 2022-12-02: Inquiry about payment issues
286,shopper4208@buyeasy.com,UK,Standard,2022-10-13 00:00:00,2023-10-13 00:00:00,2905.122962,2022-09-18: Feedback for more information on a product
287,buyer8405@bestdeals.com,Canada,Standard,2022-10-14 00:00:00,2023-10-14 00:00:00,9857.269062,2022-02-11: Request about product availability; 2022-10-13: Request about product availability; 2022-03-25: Feedback about payment issues
288,marketfan5387@shopworld.com,Australia,Standard,2022-10-15 00:00:00,2023-10-15 00:00:00,9942.89226,2022-09-30: Inquiry about payment issues
289,shopper5284@buyeasy.com,Germany,Premium,2022-10-16 00:00:00,2023-10-16 00:00:00,601.382882,2022-06-06: Inquiry about payment issues
290,invalid_email,Australia,Premium,2022-10-17 00:00:00,2023-10-17 00:00:00,4158.694582,2022-06-21: Feedback for more information on a product
291,marketfan4564@shopworld.com,USA,VIP,2022-10-18 00:00:00,2023-10-18 00:00:00,7074.588758,2022-09-25: Request about product availability; 2022-07-07: Request regarding order status; 2022-01-07: Complaint about delayed delivery
292,buyer5448@shopworld.com,Australia,Standard,2022-10-19 00:00:00,2023-10-19 00:00:00,6425.304929,2022-09-24: Inquiry about delayed delivery; 2022-12-24: Complaint about delayed delivery; 2022-07-23: Feedback about membership benefits
293,shopper4641@buyeasy.com,USA,VIP,2022-10-20 00:00:00,2023-10-20 00:00:00,1525.593223,2022-02-05: Complaint for more information on a product; 2022-09-19: Inquiry about membership benefits; 2022-05-04: Complaint about delayed delivery
294,buyer2618@bestdeals.com,USA,VIP,2022-10-21 00:00:00,2023-10-21 00:00:00,8742.781769,2022-02-27: Request about delayed delivery
295,shopper2351@shopworld.com,Germany,VIP,2022-10-22 00:00:00,2023-10-22 00:00:00,6193.037926,2022-12-06: Complaint about product availability
296,buyer4180@shopworld.com,USA,Premium,2022-10-23 00:00:00,2023-10-23 00:00:00,7737.489511,2022-03-19: Complaint about payment issues; 2022-03-07: Feedback regarding order status; 2022-08-07: Inquiry regarding order status
297,shopper2499@shopworld.com,Australia,Standard,2022-10-24 00:00:00,2023-10-24 00:00:00,2312.296287,2022-07-10: Feedback for more information on a product; 2022-02-15: Complaint about membership benefits
298,marketfan3747@shopworld.com,Canada,Standard,2022-10-25 00:00:00,2023-10-25 00:00:00,9376.127435,2022-05-16: Request about delayed delivery; 2022-01-07: Complaint about delayed delivery; 2022-01-14: Feedback about delayed delivery
299,buyer7013@eshop.com,UK,VIP,2022-10-26 00:00:00,2023-10-26 00:00:00,1147.785187,2022-04-24: Request about payment issues; 2022-08-28: Feedback about payment issues; 2022-03-05: Feedback about delayed delivery
300,marketfan5430@shopworld.com,Germany,VIP,2022-10-27 00:00:00,2023-10-27 00:00:00,9083.141833,2022-08-19: Complaint regarding order status; 2022-02-17: Complaint about membership benefits
301,marketfan1518@buyeasy.com,Germany,VIP,2022-10-28 00:00:00,2023-10-28 00:00:00,1047.81787,2022-07-05: Request about membership benefits; 2022-09-23: Feedback about membership benefits; 2022-12-30: Complaint about payment issues
302,buyer954@eshop.com,Australia,VIP,2022-10-29 00:00:00,2023-10-29 00:00:00,6660.631836,2022-05-24: Request about membership benefits; 2022-06-20: Complaint regarding order status; 2022-06-20: Complaint about product availability
303,shopper7723@bestdeals.com,Germany,Premium,2022-10-30 00:00:00,2023-10-30 00:00:00,1851.009246,2022-09-02: Request for more information on a product; 2022-06-06: Complaint for more information on a product
304,shopper1804@buyeasy.com,Germany,VIP,2022-10-31 00:00:00,2023-10-31 00:00:00,5580.926613,2022-06-17: Request about payment issues; 2022-01-06: Request about membership benefits
305,shopper3440@bestdeals.com,UK,Standard,2022-11-01 00:00:00,2023-11-01 00:00:00,7574.964359,2022-01-27: Request for more information on a product
306,dealhunter4175@shopworld.com,USA,VIP,2022-11-02 00:00:00,2023-11-02 00:00:00,1788.320541,2022-09-18: Complaint about delayed delivery; 2022-03-15: Complaint regarding order status; 2022-11-27: Request for more information on a product
307,buyer405@shopworld.com,Australia,Premium,2022-11-03 00:00:00,2023-11-03 00:00:00,1971.958871,2022-01-27: Feedback about payment issues
308,marketfan3331@bestdeals.com,USA,Premium,2022-11-04 00:00:00,2023-11-04 00:00:00,6386.98728,2022-03-15: Feedback regarding order status
